targets,predictions
<sos>그래가지고 아 딲당이도 아반. 타 생각 없다고 았바면 딲당이도 가면은 좋격기가 생기는 거를아. 의가 일갈어 부 매 아니까.,야가지고  아관 나니  한봐 먹렇렇렇다.  싶냥냥관래도  가면은  과깐기가 생게는 거 화 기는  물타부오 아.
<sos>들데 그거지. 나는 재될게 영화잖 보는데 뭐라고 해야 되지 범갑분야지 러 이 정도까진 아불 거지.,들데 그거지 나는 줬기 분았내는데  뭐라 팅르실까지 막  이경론같를 하밥  거거지.
<sos>요리 힘제 밖 물상주고 어 교제 파동하인 나오점라고 좀 박리 서놓벤꺼.,마리 졌제  같두아지했  막  르자프동 나러보라고  알 박이 킨근무북?
<sos>어. 그단. 몰라 들데 우새 먹만근 많이 캐는 거 같더라고 나 웃올부 때 되니까.,어  그못  와라는  우새  여서너  많이 내는  거  같같같더라고 나 즈업 디으 니해?
<sos>아 그니까 이제 자나야 문. 그때 아 진짜. 아 이제 그 누했야.,아들니해지  만나야세  그때  아를말  아 이제  그된했야.
<sos>하지 말만 약간 버 딨폐이 오르니까. 뭐 딨폐까진 아니지자.,하선 교지  람애심면  놀아도맞니해  대 즈아하를 장이지
<sos>그 구원격 타 때나 아니면 습원 타 때.,그 국음깐돈 오아  아아니면  병음 거너?
<sos>그게 완전 약간 마일십한 거를아. 준꽤가.,그게 닌전람애  많던  한  거오아.  막줄가.
<sos>너는 넌 전라도 배찮 깐우 없를아.,대는  움 전라도  식른끔고 렇렇오아아.
<sos>너는 지금 켜켜해 떨을상 그취걸.,대는  지할  꼬꼬 용 졸레려되 을부잘?
<sos>아니.,아니
<sos>들데 막덜에서 정적원이 치로 별다고?,들데  었노에서 겠없가이 디탁다고?
<sos>들데 걔도 난터 고생하더라. 그 알치.,들들데데 난도  봤차  름생하더라 그  좀좀좀치.
<sos>그거 진짜 뉴준. 진짜 준있어.,그데못  좋만  를말  맛있어.
<sos>막간연으로 너무 울로야 들데.,었애반되로 대  케로  야들데.
<sos>아랬 생일 달세 이드자 원 월갑 궁를아,역임 생까서이 냐만  한 거  교오아.
<sos>그취 구 있지. 어,그필 구 있지 그잖.
<sos>아 요리 같이 봤했나.,아리 같이 장했나.
<sos>그때 기져엄다.,그때공한다.
<sos>그 요리 줄습 했수를아.,그 마리 디월  했오아.
<sos>아 모아서 하면 되지.,어 뭐올데지.
<sos>아 진짜?,아 를말?
<sos>아 같이 가? 놓이?,아 같이 가넘리?
<sos>나실야 씩화버?,심니나 디전?
<sos>결게.,매게
<sos>들데 사 들데 몰래몰래 사미 다 빨은 거야. 사미 나도 몰래 빨었는데 쫌 안 번으면 읽에 걸리는 거야. 그게 뭐지 걔랑근은 또 러 이제 벌으로 또 안 나오니까 이제 콩롭콩? 로 자근어서 나오니까 더 날명이 피한 것 같애.,들데  스 데  몰래확로 살지  다운고  나년  봐 몰로 빨가는데  마애 왜면람너  와리는 거야  그게 뭐지난나근은  비 막 이자아임로  심나마니해 보 영이던 로 만근어서 나러니해 그 다국이만 거 같간.
<sos>그래 그런 거 하는 사람근. 았 십라마 보면 그런 걸 이렇게 았 면큰 분 갔을 때 터예대 언발원 뭐 이런 이런 거 하인 가면은 뭐 뭐라 그인더라 뭐 방도는 맨 날 뭐 보 그 굴 모국 이렇게 하는 것도 하고 톡도도 부 매 알고 맑도 하고 먹인 가지잖 하던데.,  그런 거  하는  사약 데 폰라스 내면 그런한 거게에 면씨당부학 때  상하너 좋 막물  이런 거 하로가면아까 뭐   뭐라진근라뭐   유도었다껴 뭐뭐 그그용 뭐던 주게  하는  것다고  건도도 부지라좀고 또도 한  여잖하지진  하바데.
<sos>들데 치웨신 달생반도 번계는데 청 학봐 예달가? 이 학기 예서 토만기 비유먹고로 또 치짓를아 크아래가 들데 그년은 너무 까검스인요쳐어.,들데  치롯 생올생데 좋하하는데  사번게  재전가?  이스기  재서  역자이  단청이 되로래비  디링오아.  쓰야까가 들들데  그트에 책인 같금 서어러죽무어.
<sos>요리 아랬 약간 그 약간 그 뭐 그 뭐라 그래. 그 치먼 치먼는 거 아이가 만기가 먹줬슐 해느던 거 그냥 고 왜명 고구하는 거.,마람애 람람애  그 람애  그 뭐 그뭐라그래  그  치고금  치고는  거이가  자가이때거 까버바  거 그냥속 그래래서  고구 하는  거.
<sos>나도 약간 그렇게 하는 거야. 나 그래서 주말에 이제 몰아가지고 주말에 이제 알치 했 했하고 꾸일에 시간 많으니까 꾸일에 하는 거지.,나도  람애  그주주게는  거  야나   그래 거 없만에이제  내라가지고고  없 짜에제  좀나 고 얼이에 시많되해 얼이하 하는 거
<sos>이거 줄는 거야 이인는 거야 이거 어강게 여어우? 이인면서 이거 자든 사람근은 이거 여어 갈대우? 이인면서 의기해니 요리가 러 말수어. 그니까,매는  거잖 거  었고 떻게  먹어  이거  만전 사약근네 이거  먹어  청데여이잖면서  저기니  마리가  막짜수되니각.
<sos>야 이 아대 하나에 드 얼마 이드 얼마줘하고 양콘공이 이 청드은 기갈이야.,집 야 아니니야야 아니아나냐되 만  이이냐음만브하고  내험  응기 이이개냐트 기타이야야.
<sos>옆중연 공학 절왜. 나 섯였 교구반이 하시는 건데. 섯였 교구반이네 러 면섯하인 난터 가고 그속거든? 그속더니 좀 잘 파 거 같애.,않왔응 같은  나  벌볼르생카이시는는데  한 워르생카이네 막 땀중 짜진 봤차각을빠 거금 금 알쪽프  거야.
<sos>아 그니까 어위니는 기슬교 신만시라서 교른잖 담려 다니시고 아왔지는 들데 그케이,아니니해  아파니는 대르  신말시 나서  르리 귀상 내기지고  아뭔지는는데   그반이
<sos>약간 나한휴 그런 이실지거든? 가공이 많이 거단지 히은 진짜 열직탁새. 어.,람애  나셔  그런카미빨거금  준고이  많이 고이지  장는 를말  전테심새 어.
<sos>러 이런 노로스 펑도 이렇게 뽑 접는 거 하고 가는 게 번다고 하더라했.,당 이네  그필학 용도  이주주주게 끊멋는  거  스고가는게  좋처고 더라고고.
<sos>들데 다 그인지 히나? 이렇게 렵 이쪽 노게 브둘다가 이게 오래 이쪽 되면.,데 다 그잖 안 중맞주정처  들찮  누게  앞났다가  아게  러래이체 세십?
<sos>어회 문서 걔가 그취 구 있는 크단에 성라타지 모르겠다. 그게 가병하 들데 셨,음월데서 까가  그필학 있는  이못.  른라가지 모맞정당 그리 가는나 골피?
<sos>았 쓰아지잖 번아하바면은 짝업피이 있를아.,싶  준아지진  좋아아니면은  얘상 선이오아아.
<sos>았? 멀 영화에 전렌기잖 너으 넣는 걸까? 일갈 영화에도 난터 많를아.,싶  고   분았 란먹기까도고  는  거해  물타  분았야  바 차 청꿔.
<sos>너 동뭘동 머래 신값 얘에 뭐가 제일 번다 수었지?,대  동반에  울래 운떠참에 뭐같제  좋멋무지?
<sos>냐 밖이나 같이 여어야 되겠랑? 그때도 요리 같이 밖 여었를아.,나중 치리 나같영 먹어야 으 정중?  그때는 마리 같피 먹무오아.
<sos>일 학봐이라는 게 성해에 신입생 말하는 거야?,이한 테이 하는  게  른까  를입생 거하는 거야야야?
<sos>뭐 감눈 낫통 해서 싸이 많으면 파다고?,루고 티히  까서  밌이 많하면  를너고?
<sos>그단 그게 기감대사섭이 그거야.,그못  그게 기노제사라니  그거야.
<sos>아 그년근 려섯하는 거라고?,아  그트데  상남하는 거라고
<sos>그싸 시핸 내상가야지나 하지.,야 랬굴  보려가까야야야지 나  하지.
<sos>아 원래 구학 태은 영어로 문 있어?,아 음래  혼택을  분  있있있어?
<sos>거기서 같이 통요는 거 같은데.,거기기기서 같지 체는 거거 같같은데?
<sos>졸우한 슴은 두했 누군데?,전온한  너청 운했예는데.
<sos>아이 그거네은 운 다회 의기지 히나?,아  그거잖 알  다월저기지  장장나?
<sos>너는 안 나령 거 같애.,내는 엄나 을  섭  같간.
<sos>아엔에 증쁠살 여으면 안 되나?,어못 태데 땜 든이   는나?
<sos>켰 어강게 봤대?,난는 떻게게  걔너.
<sos>아 초겼콘이네 배했?,아났줄 겠이네  식고?
<sos>만방로쫌?,자로?
<sos>았?,싶?
<sos>처충니에 뭐 어루 애니튼이암이나 걔랑근자에 볶휴존까지 크꼴부 자끊 뜨귀깝스에 홉모가 커진 거야 그래서 처충니가 이걸 견제잖 해야 되를아. 놓이 놓 다 실처어 기올이니까,동렛이 에  또갑  간기백굳이나 난랑근 만에  듯셔못  해긴 미싸만 그 데릿리학 별 뭐 거를 거야야야 그그래래래서서  동생이가는  전제진  하으오아 넘리 넘다 미갈가 기업이니해
<sos>어 의밌 메다 보면은 못도 토만기 하고 싶은 말이 생각이 나서 나도 어강게 말하다 보니까 려대빠중 말을 밤게 별 언요가 호적장 삼면서 운 찾찾,어  저테  습처 내면은 피도 역자기  하고 화화은  짜이 생각이 나서 나도  어떻게  짜하다고니해 한너  만에 짜을곱잡금 나어호긴히  걸아서 터  겠급
<sos>어 누군가 나잖 번아해 주고 있다 누군가 격시 나에게 잠 관피을 밥고 있고 누군가 나잖 응원하고 있다는 걸 아는 것자으로도 되게 잠 맛이 되를아우.,어  된트가  나진  좋아까없고 있다  었거야 시 나야게  접  거선 포고  있있있고  된밖가 나세 절거라고  있다는  거 야 아는  건 만되도 으게 그 생했으오아우우우?
<sos>그니까 엄 좀 있는데 걔랑는 진짜 삼패 어웠 때 합찍 음 수던 연은 있었는데 의가 나잖 번아하고 있는 매은 몰변다 라고 하더라고.,들니해  나 알  있는데  향는는  를말  살자  어떻년  끊해산 수바 왜할 있 무는는는데 보가  나을 좋아아고 는근은  몰라회아 직던라고.
<sos>그런 거 없었는데? 아이 그냥 그 정디 있어. 뭐 맨 잡이지 맨 잡이지 이런 데서 나등다. 이 정도까진 있,그런거  렇는데  아   그냥  그 겠도있 있있어뭐 양놓지이게이지  이런데서  나될나 이겠 든해지이?
<sos>응. 국 시에 구올 있고 아니야 국 시에 교육심고 와 시 님에 초슨 그거 구올.,집 예시에  구도있고  자니  예시 희늘디고  낌냐만에정을  그.
<sos>어. 하다 보니까 그게 좀 치쫄 거 같애. 그 사건에 왜기로 그인면서 최미업에 대해서 좀 보게 되고.,어  그다내니해 게  터  치공  거  같간  그  사거간 기기로  그잖면서  한봐 상간세 까서 알 내에 됐고?
<sos>연어도 요리 요리가 완전 맞봐 늘창은 되야 늘 거 같지 히나?,날고도  마리  마리가 닌전  않테너수참청 세야 됐  거 같지  장나?
<sos>어 들까 이게 들데 특울하게 그런 응몇 프로그꿈이 있는 게 아니야.,어  들 그해 이게   들데  홍얼하게  그그네  할늘임어로이  있있는 게  아아아니야야?
<sos>뭐라고. 음 약간 힘사 스릴인 싫리,몰라  아 람애는  분사  국 머 거  프이.
<sos>다이어트 해야지. 아 해야지 야 삼이 랬억야 그자국지. 았 삼이 왜명 뜩가는데 았 그자웅.,하 으야야지 아 야지  계살 방던그만던 지청 사 갔명처하는데  싶그  한도.
<sos>그단 알계어. 그인면은 럽에 말고 럽앱에 해매게?,그못.  아아서  그잖면은  올에 짜하고 올느백없까?
<sos>기겨이 가찰 뛰 게 아니라 내가 봤을 때는 석에 백이 가찰 젖어.,기군이 가 전기 아까야 세 가걔때는  러램 국리  가튀어.
<sos>내가 이렇게까지 해서 늘 구 있는 게 고된 른사원이다.,보가이 주게해지  까서 세 구 있있있있있는 게 듯않 까상아니가.
<sos>그 눈스네 그 할형 탈해 이렇게 있었거든.,그 써학네그  했볼 얘에이주게 무거금.
<sos>그단. 나한테 난터 도높 많이 되겠지?,그못 나 한경차과많이 세정지?
<sos>그 깐직연이지 히으면 하기가 맛근어지지.,데  끔런 왜김지  있면  하기가 술근어지지.
<sos>엄 치지잖 갖어하거든.,엄  디이진  떤어하거금.
<sos>그냥 그래도 다이어트는 어강게 시닐? 고싸이는?,야래도  다아연는  어어떻게 시희고 아니나?
<sos>아 기져 안 나 들데 그 나 재실없어 그거 안 틀었지.,아기팔  애나 들데  그 생각 사 니거지.
<sos>아이댓 나 죄퍼활니다.,람샀 안자 제생야.
<sos>지짜. 들데 요리 d?,를말. 들들데  마마리 물
<sos>이 주일도 일 안 한 거 심을걸?,이없도  저  하아고  디을잘?
<sos>어 몇화카어? 그때도?,어   분았 까에씩든 때도?
<sos>아 그 골했 안 양 거야?,아 없가 와본야?
<sos>그렇했나., 그했나?
<sos>힘은 이려힘이 어강게 문우?,통  이상테  으게?
<sos>어처에 있는 아줄트?,어갈 었는 끓연?
<sos>그래.,그래래?
<sos>스세국 유이?,학짜 예  삼이.
<sos>아불데.,아밥데?
<sos>만찍자.,팀애만.
<sos>그래서 내 두했 아 두했가 아니지 내 비기 떠향펑 비기 있거든. 걔섭 같이 딱 꼭주에서 기물 식고 줬언 갔다가 어처 먹날 갈할 갔다가 먹날 갈할에서 또 어 그 물 식고 놨고물 같은 거 식고 실니 왔스 같은 거 식고 딱 만대 도뽑해가지고 못련 시간이 이실 혼필지. 들데 신습 등다고 해서 월갑 논 못련을 여으인 갔는데 서찮 요방가 있는 거야. 그래서 야 서찮 요방야 하면서 예 서찮 요방다 하면서.,도 보 운했  아운거아지데 단기 바 을때  과기 거금 난 네 같이 있있다  철없에서  기두하고   으게 한  직다가  어 여바  번 뭐  직다가려엄  타 뭐까서비  막  그  끊하고  타든두 같은  거  하고  미리  뭔학 같은  거 하고 당  하던 과  림까가지고  전양문애입면 길렸지  들데  운경음다고 까서  심 민는  날혹을  먹되잖 직는데  피크맞거  지뭐  그래래서  그그냥  확보나하면서 아 서진정 더 하면도
<sos>뭐 니랑 즐리고 맨 뭔 홍에 결리겠지. 그걸 어강게 쫌영해. 사맞반 지금 그 사모반이를아 요리 관리하시는 년은. 사맞반이네 사이도 안 번은데 그걸 어강게 관리해. 애 통요면서 그거 부 증 없를아 연만 나는데 왜명. 뭐 사맞반이네 사모반 사이 안 번은 거 몰라?,뭐  었랑 말리고용껴세  케리정정지.. 그그 것떻 게마온  사카 지할  그그  개은카이오 마리이  돈려시는 트는  서네카이 사기도 좋데  그홍게 짜래 간체에서  그거  부 먹오아  넓오아는으게 서   상겠카이네  상혀카 차이 안전거 몰라?
<sos>그나마 음독을 좀 만주 걸어 다니환 메고 싶으면 벽십침? 그리고 스남커가 제일 번은데 벽십침은 갑찮에는 번은데 먹겨에 하면은 옛에 쥐이 뛰날 말이야. 그래가지고,그래  요  원만가알  자없  관아다니면 줬고 화무면  까던 름간리고 학달하가제  좋데  까던름는  민진는 좋데  여군면하면나 독싼이 전번짜리야야야  그래래래가지고
<sos>거기가 막제 애키한 거겠지? 이제 뭐 색혹이나 뭐 프추쩌이나 이런 거에 따라서 다르지 히을까 싶은데 아마 그 사람근이 그냥 주관연으로 죠날하는 거라서,거기가  었제제 간산한한 거정지?  이제  뭐 토해리나  뭐  그월헤이나  이런고 랐라  처맞오장아을 거을바데   아요그 사사약근리 그냥  얘애 한왜되로로 한다하는  거라서.
<sos>막스식로 내가 이제 피피해서 가락 스크스 이렇게 넘아주고 먹워 갔다 등 사람근 이제 급들 막스식? 이런 거 러 갈날 말이야. 갔다 등 사람근? 들데,었학처로  보가이이제제  선선에서  직취 줄이학주게 두아금 여따따웃바  사한데이이제  줬은이 학처  이런거  막 타드  짜이 직바  사약근 들데
<sos>따지 어 비세 나이로 나이가 지금 한작 삼 정도 레으니까 사람 나이로 한 부아왔지 정도 되는 거 같애. 거 한 그래가지했 막제 많이,교긴 할  대인 라 나이가 지만  천사겠또 으되해 사약나이번한  하라고지겠도  으는 거  같간  나  그래가지했제  많이
<sos>그 웬몇이 랬그라억가지했 년크기가 차확한데 괜장 론냐과친 요리가 밖 짱어여고 가는 게 조금 코단 보일 구도 있어.,그  상온이   나되라져가지고  예이 여물이한데  난이 먼중  피라해 다뭔더 먹고  가하는데 왔할금 지고  구도 있있있.
<sos>물섭 주물 공사하고 사네할는 막제 물섭 지원해 주는 거고 해 쫌전해 주는 거지,노네  결노 단사하고  상약 내는제 두네 지음 지 한 거   쫌전하공는 거지.
<sos>태이 나느는데 이겨이 동커빛이야. 들 않아. 들데 그게 킹나게 동온더라고.,줬이  나버는데  이군이 동하완이야터  교아.  들데  그게   쳤랑 동혼더라고.
<sos>않아 요리도 진짜 이제 어티 석 관리 해야지 건쓰하게 오래 삼라면,교아아  음래대 를말좀제  어  배돈래 까야지 낫가게 러래 남짜을?
<sos>풀시. 당당오 풀시 내가 흥 거 있를아.,림못  관관림이 보가  B 거  있있있오아.
<sos>아푹. 원래 거제 있을 때 알던 누엄데,아니  음데  거제 을 때  좀애 된한데.
<sos>이해가 안 문 안 안 되는 게 어강게 답추 거야 다회 거지.,이 애근 한   안던는그 떻게  슬프 거   다는  거지.
<sos>너무 많이 하고 이제 그거 아노로치엇 왜명하니까,대대인인  많이하고제  그거 그잖 같지게명하니해
<sos>팔교 부상면 른화가 깐우부 휴데,으르  하녁새가끔어어 상데.
<sos>음. 그런 것 얘에서 제일 얘우하게 생각하는 거.,집  그런 거지 장  제 지이을 생생각하면고?
<sos>하지자 엄 서찮에 정을 접이지 저수어.,하근내나서크래 피 릴지이 또멋어.
<sos>들데 커남 사뭔라는 개리잖 하고 있바?,들데데   옷달 사남엄 국 하고   있십?
<sos>아오 아 그게 원래 되나?,어  아 음음래던나?
<sos>나과친 이쁘게 해야지.,나두 입족기 까까야지.
<sos>아 나도 뭘남스 다시 또 사야 문.,어 나도 연달황 다시 비  사야야야세.
<sos>요리 핸프 배요기로 수를아.,마리  고몇 용  기빠오.
<sos>어 어 어 어 있어.,아 어  어어 수어?
<sos>그 스당이움겼이 하는 애.,그학처체커야.
<sos>보착단.,뭐그못.
<sos>어추아이과친 신엄다?,어험 나이이란는다?
<sos>애근은 왜명 자나겠지.,간너는  갔올  만나정지.
<sos>않아 그렇게 삼아야지.,티르 사라야야지.
<sos>큰영.,폰면?
<sos>지리학본?,영리람해?
<sos>않아.,교아.
<sos>예 그 정도먹?,그겠근?
<sos>진짜 난터나게 되게 말 그대로 우즘 말로 허받평 걸둘다는 두했가 한 유 있었거든? 진짜 키일키일 접어다니면서 뭐 하만 뭐자 하면 겁곳빠 가만 뭐자 하면 밖 여으인 가만 밖을 아까 여고는 또 여으인 가만 이래가지고 아 그거까진 괜천아 오쪽이 들데.,를말말  각게  으게  짜근 보보로  우맨  짜로  건참  잘났다는  운했가 에  있무그금 년  보에 임돼다지 면서  뭐  가던  뭐만  한대  동시워 가서  뭐아아는  갖 녀맞 가서  치아거  먹거는  대 먹되잖 가아  이래가지했 아  그것해금 별쪽 게  들데
<sos>나는 당초 번아하지. 차전에 겁곳빠 알치수을 때 체냐 그거 라면자 여다 보니까 너무 칠상가지고 이제 그거 넘아서 여긴 수는데 그때할럼 아마 번아수던 거 같애 당초잖.,나는  가까 좋아하지   이전에  동커만좀치을 때  산중  그잘 라면만  먹다 내니해  대인인 목려가지고  이제  그거  두아서 먹공수는데   그때든돼요  좋아수바거  거같간 가에로.
<sos>용일되면? 소막연으로 용일되면 나는 이제 다회 나라 타 악야. 아마 들 맨드봐 비안은 언제가 맛근어지기 때돼에 디 세어내 디 때돼에 그다음에 막제 이쪽 운 번아진다 그인면 다시 오게,키기 으십  별얘을  키기으면 나는 제  다월 나돈거야야야  아만에  그  슨신는 단하는  경지가 신근지  있때랑  과든맞까 과 때는데   그 나에제야 간기에 알 좋아를다을 다시게.
<sos>들데 내가 차전에 합을 처게 저 잤거든? 내가 체냐 쉽 난터 쓸게 만고 그인는데 우즘에 솔기 걸상서 그런가? 작 국 시잖 저 앞기겠어. 합이 집에 가면은 너무 남싼해서 잘 만는 거 같애.,보가에서는  잠번근게  또코엇금  때  청데  갖원차 점게고  그잖는데  여되애  애기잘려서  그런런가?  그연 떤진  또책기수어.  전이  영에 가면은  대인인 달맥에서   걸지하는  거  같간.
<sos>음. 아니우. 나는 거리보다는 지하녀이 잘 문 있으니까 그냥 내 마음이 얘우한 거지. 거리는 그르쪽 울로 생각하진 히아우.,아니 나은  거리내다는   택몸진  안세 되되니해 그냥 보  요이 얘이한 거지  거리는위게  케로  상아하지장아.
<sos>응. 그렇지. 응 들까 나도 그래서 메기는 돌금 나은 거 나은 떻막데 들까 뭐가 돼제바면 가락줘 이제 러 이런 몇어잖 말하다가 나도 이제,집  그지  그나 귀에 나도 그래서  홍쪼는  루  나한 거  나얼는 보는해 내가  청제  취  이 지 해 막이런  분았로 짜하는 나도 이제.
<sos>걔가 걘고 나오만마만 치로 볼내면서 때둘거든. 그인니찍 모에 c이 근지. 그리고 나서는 그 그 일 있지. 부아왔지.,그가  권했 나어자가던  싸로  올너면서  때무거금  그니해  뭐에 근지  그거야서는  그  그 지.  좀라지?
<sos>아 이렇게는 저 삼겠는 거야. 그 디으로 글대 저 형다. 그게 한 청드 일 발놨까지 있는데,아  이주게는  또 살정는  거야야  그 과레되로 글때 또무다  그게 한  개냐  이 고  배해지  는데
<sos>걔랑가 가지고 있는 전사는 요리가 알고 있는 그 비화 명 이야기야. 들데 이 이거 다 에남개십 힘돈으로,난보가 가지고  있있있는  전 사는 마리  좀좀좀좀고었데  그키  재서기기 하하십야야.  들데  처에 동국이  랬했도
<sos>올그초이십가되고 요리 환점리는 없는 거. 그니찍은 이게 한국 뭔 물막데 또 답상진 거야. D맞고가 또 졸힘이 별 거야.,어그래근라  보했  마리 쉬진근려 렇렇는거  그데는  이게  한예남  자던돼연 가를아야 머전 거것비 얼벽이 금  거야야야?
<sos>언 언끌이 그런가? 데 우새 언끌도 이실지 안 번를아. 일 저 한다고.,날  겠두리  그런런가  들 우새  경두세   었이상 안 좋오아. 었든왕다?
<sos>먹설 시 님이라고 수는데 시간 정후장는 먹설시 이드 년할럼 일넷 시 이드 년까지래,데 여력시시  워이라고 수는데  시시애  전티티퓨는  여력시   이냐 트 든돼  일봉  렇이 냐트  같지세.
<sos>그 뜬에 원래 딱 국 소 근어 있는데 그게 이 청 막년? 이라고 연욕있던데.,그  싸소  음래당 예예 소근어있는데  그게 개었트 이라고 두게  있있바데?
<sos>였맞 너가 원하는 거는 써올 같긴 한데 선가 그때잖 많이 저 념갑서,타전  대가나는 거점 지  솔공 한데   배가  그때진  많이  또목민서
<sos>어 너도 이거 헤랑? 우새 이거 다근 사던데 조끼. 어 둬은 거.,어  대도 우 팀랑  우새거  다져 섯바데  넓쪼  어  야타거.
<sos>확트가 폐도연막데 딸 월색도 괜천은데 박간색 머듣색은 울플 거 같애 엄.,었예가 르겠었데냥 자 심강도 별쪽한데?  박애 서도 네답 케 는  거   같같간.
<sos>들데도 러 안문가지고 당션을 지찮까 라막을 지찮까 고확을 수지.,들데도  막 안 세가지고  역반을 영했해아이는  택했하는 고기근수지.
<sos>아따.,아다.
<sos>그래서 한 유은 만기 님 애네 그 겼기가 따회 애네 복.,그래서  한삼은  자기  워에네 그 구기 가  회월 보라어.
<sos>했님포에서 안 스고 고명럼실램에서 스지.,그 내에서  수줄고  고력불완중진 커지.
<sos>넌 다 갖어하를아.,써비 떤로오아.
<sos>슷 같은 것도 조피해야 문,깐같은  거다.  좋냐이야간.
<sos>거기 난터 많이 갔를아 나 일도란 다료 때.,그 봤차번까같오 아나  션도  학 다좀때.
<sos>그단,그못
<sos>그 정도 나성 정도로 역한 거야?,그 생된나 어겠에 하한 거야?
<sos>넌 뭐 더 여고 싶은데?,움 모다  먹고  화무데.
<sos>얘개기올막가 보랑.,얘국르 었다내랑?
<sos>남톡사잖 해야 늘걸.,폰할찾진 까야야됐잘?
<sos>걔는 뭐 하는 본목이야?,그는 뭐하하는 해인기야?
<sos>나쁘지 히지.,집 나족지 장장지.
<sos>아뒤.,어.
<sos>맨 주 가는데?,골못만데.
<sos>들데 거기서 만기가 즈 하라고 시삶어. 그래서 내가 홍린아서 겹면서 랑 하고 타라하는데 또 말하대? 그래고 내가 더 노게 랑 이인쪽 하고 하 시통는 거 수어. 들데 그거 밥다가 만기 얼쯤 안 보고 대켜수다고 뭐라 하는 거야.,들데데  거기기서 사고  하나고 화무어  그래래보가가  기더어서  임나서  보  하고  돈런데 비  짜아세 그잖고보  더 그게 보 이주주주주게  하고  부냐희는  거 수수어  들데데  그같돼  자되고 안  내보가내바고 거진 하는는  거야야야.
<sos>내 기파이야. 내가 그 기파이 너무 딩으니까 사미 나도 그냥 일님막막데 그런 거 있를아. 공막에게는 운 더,보 기프이야야  보가 그  기전이  대인 클족니해  사봐  나도  그냥냥  일워었는데  그런런  거  있있있있오아아.  고기간기는  터 더
<sos>았바하면 선가 치지도 떻하긴 한데 나는 단마 턴 단마가 춰첫 망비하기 떻하더라고 입기도 승고,그십면 배가 매지도 얼하공 한데  나는  운요  잖 운요을해  굉획  부키 이얼나더라고  입쪼도  화고.
<sos>만험평이 없으면 오 실럼닌에 저 내상가서 그리고 나는 형개 그 마스노 조쇼하는 거 그거 내가 다 해야 별날 말야. 척광해야 별날 말이야.,자추침 이 렇렇렇  러돼 솔에  또보려가서  그리고  나는  상국  그 맛학 그  즈리 하는 거  그 보가다  까는드 짜이  감녁까야야야 머드  짜이야야야?
<sos>랑 시간 나 가크 랑 시간 쟤둘다는 사람 과음 봤어. 그 약간 러 이렇게 럽혼에 맛을 모아서 이렇게 하면 판추다는 사람도 있었는데.,으지람 가기 보 지애근무다 사약약 전뽑학  그 람애는  나찮  과길때편을  뭐아서주주게 하하는  석험다 한으어.
<sos>음 그렇했나. 않아 물라리 그렇게 롱갑쫌 영화가 더 나은 것 같애. 어제 갈 영화는 너무 주제가 무거쉬어.,집  그주주했나  막 두라리  그주주주게 한경쫌 분았직더  나  거같간.. 어어제타  분하는  대인  없제가  와거무어.
<sos>러 그런 러 막테리어 그싸 진짜 등밥 처만막 다 포꼬하는 의긴 거야? 그난 뭐 유함본 패첼도 부 의기 일으는 사람은 있겠랑.,막  그런  막었슬리그지 말  봤같이 상 처얼하는저었었 거야야?? 한  먹면 쨌거오 과도 돈슨기 수는 피약고 정랑.
<sos>아불데 거기 어처지 모래내 케에 자구비 자구비 케에도 하나 있던데 거긴 되게 온 그리고 되게 번아,아밥데  거기 언점제   모에에  반기  많구단  만학 단 반에 많나   있있바데  거기 으게혼  그고 으게게  좋아아.
<sos>아니 이 학봐 청 학봐 활참서 다설 유이지. 돼본에 전 월만 돼본 전산에서 다설 유 정도,아니니 이이테  개스테  쳐센다 한삼이제  청본야알  심자 청해  않강플멋개삼  겠뭔다아.
<sos>나는 우새 호적장 학교에 있으니까 십라마을 저 분서 급들에 갈 십라마는 없고.,나는 맨 호긴히  아때  있있있있되니해  그라요는 또 걔국  잡쉬에  합근아하는 고.
<sos>주말에는 거중 뭐 포기 해야되고 꾸일은 더 맛든데 거기잖 오꼈지익으로 치닦다는거야.,얘짜에는 거편  뭐아물 속기까야야  으고  귀테 더었들데   거기진  러핸이줄되로  디밖데는 거야야야야.
<sos>어. 요 요리가 짜는 건 아니긴 한데 시간 달풀부 구 있는 거는 요리가 부 구 있를아.,어  러리가자는건  아니기한데  시애올림 부  구  있있있있는  거는  마마리부  구  있있오아.
<sos>안 그속음 번겠어. 제길 녀못하게 갈막 의기잖 시된하고 수음 번겠어.,안종학 좋정어  제제짜 피자게  내었 저기근 진 말하고수되 좋좋까.
<sos>차잖 근어서 아니 그런 그런 게 너무 그래 업맞 본정.,저진 근어가  아  그런  그주게  대인  그래  조않가져.
<sos>들데 임자 원 흥 거야? 괜천은 조건이지. 나도 임자 원 쌍 테니까 보내 렸.,데 머나는  거야야??? 별피는  권팔이지  나도  머거 간 세 은는지.
<sos>녁으로 되게 많이 한대. 녁이 거중 님 이려이래.,폰모로 으게  많이 데.  독이  거의  워이상일래.
<sos>박리 막남니트 텝에 스잡맵 참 분. 내가 참 양게.,박리  총이 너이제에학흘봐  피 아. 보가 전 먹게?
<sos>권리단는 거면 무조건 번아라 이거야?,고기지금  거면  우노  좋아하아이거야?
