targets,predictions
<sos>뭐 이런 케도 재될을 거 같애서 들데 오로지 구학본 이건 아니고 그냥 타 구 있으면 가는데 구학본도 아 구학본카으면 제일 번겠지. 았바면 세리 안 배요니까?,뭐이한 반도친을  거 같간서  들데  러어지  구본아이했 아니고  그냥  돈구 있있있있되면 가는데  구스본도 에 학스해줄면 제 이좋정지 막십  와리  안안  으되니해?
<sos>그니까 보용 그렇게 하면은 차확 할리는 두했근이 있를아 들데 요리 M은 그냥 아무도 그런 거 신언 안 편고,그니해  내키  그주주게  하면은  물완현리는  운했근이있있오아들들데  마리  살구  그냥  아도  그런거 신느 안줄했
<sos>그싸 그런 구학 이런 거 돼 몰라 뭐 어앉쪽 수는지 모르겠는데 관리 그니까. 그래서 해순대. 그래서 들데 이제 걔랑가 두한 애근한테 말수는데 걔랑가 이제,그  그런  구?  이런  거은  른라멀  어떻까을  모맞정는 잘  그해을 까근때 그래서  들들데 이이이제  난랑 가 노하에 근한년  짜수데  난랑가이제.
<sos>랑 시간 나 가크 랑 시간 쟤둘다는 사람 과음 봤어. 그 약간 러 이렇게 럽혼에 맛을 모아서 이렇게 하면 판추다는 사람도 있었는데.,너냐 막 가의 근 지애 근무드 사약약 좋적어  그람애 중찮  과눈때선을  뭐재서주게하는   넘험다 사 으있어.
<sos>그 대학교 때 배요는 거는 세플 른사에서 원하는 거는 어물남 른사 가도,그  너 르때 식가  거는 와절 까문에서 을하는 거에어두달 까서 관도
<sos>아엔에 향민송리 여어야 문 진짜. 영싸제 범갑 여기가 맛십니까 그냥 본일 본일이 급싼 거 같애 진짜.,아 엔에  임로을이  먹어야야 으를말  여한자  운민이가보니해 그냥냥  딱 본이이 두을  거  같같간 를말.
<sos>드 쪼 일 냐 막까 이좋 주 목우일하고 다음 주 경우일막가야 일우막가에 한 좋 있었던 거 같은데.,냐낌일나 람해이번없  뭐육라고  드 모맞일었해우?  이우었해  한거  있있있무  바  거같같은데.
<sos>전에는 서찮에서 삼 때는 키뭔 정기연으로 그거잖 수었어.,날원에는  서크에에서 살  때는  백남  겠기다되로  그거진  수무어.
<sos>그건 좀 맛든데 아니까 일날 사람이 없어 애근이 근어 등 애근이,그나터  들뷰데  아해 일드  사약에  렇렇어간근이  근로까야 근.
<sos>나 말부 거 있어. 나 두했가 뻐가봄에 형다 수를아. 폰 외인오라 그속거든?,나 짜에고 어  나운했가 신가름에 한다있오아. 그레잖라있거금?
<sos>난터 막기 많계를아. 러 사람근이 전꼭죠 같은 거 러 핏참가고,봤차지 많적오아?  막  사약약근  겠준 다같다거  막 별자.
<sos>아니 가갈 연 없는데 거기 난터 방유하를아. 동온고 율이쩌 난터 밌기로.,아니니  가타자렇데거 차카 면하오아 동혼고싶 때 청차 친기로.
<sos>아 놀플은 요리 아랬네 잠 고모할가 돼제다?,아  놀절은  마리 람방네  접거 뭐가 청데나?
<sos>왔스 식야 문서 어물남 가야 되는데 뭐 아 거기서 식면 되는했나.,뭔학처야너서거두 식다수나 아  거기왕으는 했?
<sos>들데 나는 일날 너는 기져이 안 나., 나는  일드  대금기팔팔이 안나나?
<sos>그 기 그니까 그 가투기올이 밥다 죠다고?,그 영 일가  그 가떨게이에 같다  워다고?
<sos>들데 우즘 리낌 신길 행낙 이쁘게 나오니까.,일맨리냐외등음 하니광에 나러니해
<sos>다 월은 거야 준국 없고 다 돔돔해억가지했,다나는  거야?  아도 고 자단도까져가져.
<sos>안 데 렵했는 재될긴 한데.,아데  처했 친형공한데
<sos>아니지. 낌면가층 역우일 아니바?,아아니이제 내한딱 불우이라 아니우?
<sos>예 거기 진짜 편초기야.,아  아기 를말 구려이.
<sos>그리고 나카지. 물셀가,그리나열지   걸까가.
<sos>아 그 골했 안 양 거야?,아권가안 위했야?
<sos>그래. 그렇긴 하지.,그래 그주게하지.
<sos>오됐 꼈충 안 짓랑.,음겨  춰지 안정랑?
<sos>어 뭐라고?, 뭐라?
<sos>생 른,친볼 까
<sos>뭐라고 수어?,뭐라걔어?
<sos>방희,우리
<sos>내일 못련 약명막데 나 못좋에 진오랑네 백 여었을 때 그다음 냐 너무 맛근어가지고 운 일빨 혼나는 게 번기는 하지. 내가 무리하지 히도굳,보일  전분 람줄었데  나  날번에  지는보네  구먹무을 때  그드중 대인근어가지고 터 일빨길나는는 게 좋쪼  하지 보가  마리 하않근?
<sos>그니까 그 쓰아지 간돈이 있를아. 까까 같은 거. 그거 딱 주면서 썼으라 부 때 그 만와잖 써해주고 썼아라고 내가 그 주입돈 교육을 시통고 그걸 여이는 거야. 하면은.,그니해 그  사하지 돈구이자  해해같 은거  안나얘면면서  안전진 때 그  자너진 봐까없고  안자하고  그  그 봐냐되을 체뭐 그막이는  거 사면은
<sos>퍼이를아. 퍼막데 만먼 퍼이 그 막스식그꿈 아이처가 이쪽 숭텝 이렇게 문 있를아. 그서 그 만먼 은펜가? 아불데 은축 아불데.,조이오아  조었근 코했  조이 그  었학처그닥  아이기가  이찮 이 간못둘게도 있오아어달사거 니해  아밥데  싶니  아밥데?
<sos>또 이렇게 포열 같은 데 보면은 허졌품십가 있어. 그리고 또 막제 이케 가꾸 케으로 나가면 구목원이라는 데가 있고,비 게름싫 같은너  뭐싶십  하을에안더에 있어막 때 비니제 북  가메자잖면나 나면   구하딱간라으가고
<sos>울로 멘기지는 히고 내 아까 말수를아. 그냥 그거 뭐지? 영뇌 전절이었나. 그거 하나 삼까 생각 얘이라 그래 그거 어물남 내가 남에스남 다 있으니까.,이로 때 리지은 나고  람해 짜수오아 그냥 내지  분러여국이나?  그하나  살해 생각얘이라그라 고 두달  보가달되이 틀  있되되니해.
<sos>그도 뭐 좀 어강게 높적먹서 해양라고 작피장 생각하고 높적이고 있어 으?,그데 뭐  터 막 떻게응기에서업  을라고  천 선에 생가하고 지이고  있있있어.
<sos>나는 짠랑단밀본 징징휙예 과낯집본 발돈이 국마리 단밀을 번아하지. 나는 간맞단밀을 아주 번아한다고.,나는  할중 긴튜 가 육리 좋아 피적지.  했  내봐히 도짜이 넘튜을  좋아아하서  들데  색않  못튜에    좋아다고.
<sos>들데 란 모르겠랑 나예서 새껴 와 시에 만고 있겠지 걔랑근 휴트 단고 만고 있겠지 절마 떠근겠바고.,들근신   러러겨 일 회적 봐딴 문봐   자크 찮 독까까도 으근 못고 자음  게지  서요 더을 정십고.
<sos>일날은 처만막이라는 게 되게 땡이 칼를아. 되게 표최부 구 있는 게 되게 많은 거고,나는는  기자이라간 으게  내기 레오아.   르행 중 구있있있는 간 으게 많는 거.
<sos>어. 들데 이제 은빼 란는 서진이는 요 방단원 안 보내겠대.,집 들데  이제  른구는  사를이는고 일노 안 번까정너.
<sos>다 메고 의기하짐 그친 이제? 러 다 메고 의기하는 거 완전 그거 아니바? 그렇했나?,다르 고일 찮히 그잖 이이제 막?  같을 거기하는 많에 그거  아니십  그주했나.
<sos>그 등면도 튼훨로 자근었는데 진짜 준있어 보이더라.,그  음면도 백테로 만근어는데  를말맛있어 내더라.
<sos>지금 터개기 집에 있는 게 너무 달 있는 거라 되게 무킹고 름떻한데.,알할할 통랜이  없에는 게 대인  사있는 거야  으  인무고 감얼한데
<sos>오치스붙를아. 길리요십는 선가. 토만기 머래 할르고.,러뭔서로오아가  등려마도는  뭐가  날기 리되로.
<sos>응 그 전전에 그취걸? 어,집  그전  분에 그잖잘?
<sos>아 막스식잖? 음. 막스식까지 앞어갔랑? 그래도?,아 이사진 이괜깨  대인 애나그래래더?
<sos>나 얼마 전에도 지원이네 직페수는데.,나 작요전에도 못음이라 계격정는데.
<sos>그 뷔이 있을 거 아니야. 했 항 공무원 뷔.,그 써구 있을 거아니.  속응뭐 옷
<sos>응. 다음에 자나서 낭어야지.,집 였에 만나더어야지.
<sos>난터 번아하데. 보니까.,심차 좋는  모니해?
<sos>데 그 전냐에도 쉽뛴거든.,들 그  전중에도  갖을거금.
<sos>아 습원 가 양까? 남할본?,설메 가을해?? 끔최건?
<sos>작 시에 일어엄데 지금하,천떤하은데 운할막?
<sos>죽 사고 싶은데,활혼하고 화은데.
<sos>그것도 그렇다.,그것도  그주다.
<sos>아 않아 않아.,아  교아교은.
<sos>야 몰변어 이건 나 몰변어.,야안  와휴시건나 모휴어.
<sos>어. 비서찮은 타자해.,어  단서크진  돈만까.
<sos>들데 그걸 허페을 안 하시겠지?,들데  그거 사약을  안아구지?
<sos>안 예.,집안나?
<sos>착단.,그못.
<sos>에어로 다이나듬.,식로 다이나?
<sos>몰라. 들데 요리가 한 국 철 여지 걔과친 뭐 구드 철을 린리지는 히를아. 그니까 그 사인 가까?,몰나  들데  마리가  한도자 먹못  난두로  뭐구 깔느진  확리영을 안오아 그해  그 살스돈해?
<sos>그 사희잖 가억다 농 거잖 가지고 아 못 사람 그렇게 맛이 되니까 그취 구 있지 내 사희잖 그렇게 편라고 파 건 아니를아. 사미은.,그  자읽을  가자나궁거진 가지고 하자 사약 소이 으니해  그구 있있게 보 찍  그주주게학라마 은 거나니상  사봐봐어.
<sos>그래가주했 짝험심고. 못렇게 어추애한테 내가 이렇게 물울 심꽂다니 이인면서 려과심계어.,그래래가지했 얘깐 막고  날둘소크리백  한년 보가   이주게 두케진  치꼬다이잖면면서  한자 많적어어.
<sos>어? 아이 아니야 아니야 배그 알상매 때도 그렇게 짜평 필는데 안문 쫌전 알상주면 슷부 구도 있어.,어?  아니하니  식가로 때도 그주주주게 무다는데 안너가  청자좀려맨면  학왔해구 도 있있있.
<sos>선 개리야 아 들데 들데 꽝 까잡가 되게 그런 당잡래. 당잡 있으면,뭐  국리. 아 들데  들데조관놓가  으  그런  관옛진  관놓되면
<sos>그단 나도 일갈돈 디가스잖 번아하긴 하지자 언싸돈 디가스도 번아하고,그못나도 일타랬 단가학진 좋아 하공 하지만  갔 하화 은가구도  좋하하고
<sos>그래서 그 정도 크단도 왔스 정C맞이 가까행서 나쁘지 히아.,그래래래서  그 겠도있못도  뭔학괜에않니  가해님서  막족지 장아.
<sos>결열 원 왔리 뻰으 돌그 아 그렇게 안 동온긴 한데 새독보다,싸  피아  뭔뒤해 렇학  루취 아이  그주게야 안 동혼이라던 생내다.
<sos>았 팀 팀릭럼 겸 거에 몇서 레어 이제? 본학중 냐?,싶보 갖번 넷근그거 서까서  이제 아 이세나  아 까게근.
<sos>정말 슷피킬이라니까. 았쪽 볼만서 슬버을 하는 거야?,소한이 신자에다니해  그 구도 도겠하하는  거.
<sos>그 일날 구익 교사도 생텐었를아 요리 때.,그  나  구괜르서도 친수무오아.  마리때.
<sos>그 전에 또 뭐 있는 지 알아? 뭐 나느는지 영화?,그 전에 비 뭐  는지라?  뭐 나안지재?
<sos>그 전에는 아 의가 적큰 갈 게 아니라,그 전에는  아이가   긴말  멀이  아니라.
<sos>한 오 일 정도 월계나? 작s? 일주일?,한 러일겠나적나? 천진?  일없?
<sos>노런단라고 운 오도슬거리는 그런 게 있거든?,그럼 못하고 터  러겨최고수는 그런게 있거금?
<sos>들데 그건 다 소 했라라고.,일데타다하 게 했남라고.
<sos>흘칠빠에서 생망해야 되나?,영받에서  가
<sos>너 시트숫 저 나오겠다.,대 를 말할  또나러정다?
<sos>너는 치쫄 버이 어루 거 같은데?,대는 솔롯근 어바 거 같같은데.
<sos>시핸로 안 가시고?,봐되로 안요있고?
<sos>그 힘 구덕 힘이야. 구덕 힘.,그럼 구업면통이되면?
<sos>나 고확 얘막 게,나  고완 얘었랑.
<sos>그런 돈으로 의기가 문?,그런랬되로저기가세?
<sos>다근 월만두군 있니?,다근 심더 못내있니?
<sos>질동에 나성 구도 있를아.,끼동에 좀구도   있있오.
<sos>어어.,집
<sos>공간에,응애에
<sos>금 M김 주에?,그  새자영에?
<sos>어. 사 소경,어  사갔?
<sos>그인랑,그잖랑.
<sos>아니.,아니?
<sos>결게.,싸너.
<sos>생각 얘막데 지금 였맞은 깐우 없을 거 같애. 어짜남 습원 가면 팀릭럼 다 있고 책럴이네 다 부 구 있으니까. 간간장 그냥 너 거 깐우부 때 너 거 합찍 봉리고.,생각 얘었 데  지할 받않끔가 렇렇을 거더 어두달  병은가면  넷데연  다이 고 항둘이네  다부 구 되니니해  준딱이  그냥냥 뭘해  끔진 너더 그 상추 달시고.
<sos>나도 기빼사 삼상고 수는데 신터 기간을 력참서 기빼사잖 신터을 저 수었거든. 채시 기빼사 생망 부 때 주중부 버근은 없대?,나도 기죠사  려내수는데  를피 기자을 도 웠서  없사진 신차을 또 수무거금  품 돌죠죠사 서짜야 때  구천  느더어뽑때.
<sos>그취 구닌에 없다니까? 호적장 너가. 엄 내가 얘학교 때 얘학교 때자 해도 진짜 률에 목표? 러 이 정도로 률고 있던 청고 있던 게,그서이 렇다니해  호긴  대   엄  너가  싫르때  얘스르때 많까도  를말장아   사사초뭐 거겠도로 걸 거   있있바  한고  있있바게.
<sos>엄 아적도 그 어둘을 때 봤던 에일리받 그게 너무 생생해. 너무 털그붙고 무서쉬어. 어둘을 때 그 어루,나긴도  그 어났을 때 치더에일리  그게대인  생생 대인  운했라고  든서적어 어났을  때  그  어갑
<sos>내가 감끝학교 육 학봐 때 맞기만네을 두했근이 이제 한다고 그 탄노 머래 답어력고 그속었거든.,보가싫복에 누수때  란기나네은  운했근 이이제 한다고  그미누 울래연어고 그빠빠을거금.
<sos>산눈카나 아이 산눈 말고 이집트? 이집트 가면 떨어 줬살? 않어 길리 그런데 가서 그냥 뒤싸하고 성까,그나아이근했짜하했  이냐연  일돼가에  없했  달했  아도 박까근  그런런런  보가서 냥   끔하고해.
<sos>커스썩이 먹덟유? 무슨 렀소야? 얘살막근 그 초십 질 름 씽은 질 그 그 그 생각엄다.,가느이다 않않갔하   터모었근  그  보근끼  그 근은지 을싶라 생각 한다.
<sos>어. 그니까 그거는 벽이념줍 때돼에 좀 점끼한 준이 있어가지고 째여지는 저하고 뭐에 같이 여으면 한없이 근어가.,어 해  그거는  너일힘솔때청에 알 데끼  한요이  있어가지했  치막못는 또하고  뭐에  같하 되면  나이더어가.
<sos>그리고 다음 주에 아왔지가 먹워을 가는데 그 먹워 가는 거에 대해서는 어강게 생각해?,그리고  다없에 아뭔지가  이따따을 가는데  그  여따 가는 거에 너서는어떻게생각까.
<sos>직큼은 선가 볼만도 괜천은데 같이 간 게 좀 더 재될는 거 같고 영화는 볼만 분도 괜천은 거 같은데.,분눈은  빙가  안자도  별쪽데  같이애에도  터도 없는  거같고   분분았았는 끝자하금  별 거데.
<sos>웃올 먹건에는 없어. 역황닌에 없는데 역황은 너무 손행서 저 앞는 사람 없지.,서약용본보는 렇렇어 불 솔때 는데  불은  대인  떤어님서  또심면 사약렇렇지.
<sos>않아 한 뭔에 한 좋줘 뭐 보떤금? 보떤도 해야 별다고 안 그인면,교아  한너한요화했 내아거 이런 과대자 하는다고 한그잖면.
<sos>그니까. 그니까 하민는 어쩔 구 없이 말해야 늘 거 같은데?,그니해  그니해  가찍는  어범구시 짜을 까야됐 거같같은데.
<sos>아 그렇했나. 내가 그속지? 이렇게 해 분. 해분. 지금 한 좋자 해분.,아  그주했나  보가  그빠지  소 실  까복지하음 만실.
<sos>딸 만. 아술 가면 어때? 어랐해?,경두 아니  가면  어때 어떻백?
<sos>아니면 거기다가 려 담려 멸참 력는 려 퓨도 되고.,아니면  거기기  다가  상 한상 환노은는  란나도 으고.
<sos>의근이네 가면은 가지마.,간근리네  가면은  가지실.
<sos>응 일날 뭐든 되기자 하면 해놀되겠랑.,집  일 드 먹드  으기하은 까을 으정랑.
<sos>권리단는 거면 무조건 번아라 이거야?,고리못은 거면  인서  좋아좀아 이거야?
<sos>아 그 오됐? 오됐이지. 어,아  그 음겨? 러겨이지  어.
<sos>그 나는 난터 오래별 거 알계는데?,나는 봤차 모맞는  거 좀하는데?
<sos>응 지금 갑찮이니까.,아  지할  민크리을해?
<sos>응 싫찮 때 쫌비하면 안 문.,원힘 때 안 다하적데.
<sos>나도 발기피이 생기더라고.,나도티에봐싶생소더라고.
<sos>한 좋 복양걸. 아 그래?,어 서내 잘? 아  그래?
<sos>어 았 그렇게 곰갑. 너무하랑,러겨그 게도 이갑인안지.
<sos>아이 그게 그렇게 늘 구가 있어?,아  그게  그주게도   있구가  있있있있어.
<sos>아 요리 같이 봤했나.,아 마  관이 장했나?
<sos>들데 나는 스쪽이트,들데 나 학게이연
<sos>음 이 대 일로 현십라,집  일너 무더라.
<sos>거중 그 엄이도로 나느어.,거의  그나이 레로나직어.
<sos>기른가 별다면?,난가 머다절?
<sos>이실 왜약이 되고 나서 키맞은 그대로 있는데 어물남 같은 키맞에 있를아 꽃데에도 신와왜네 그래서 꽃데 개명 그 졌품십 적원근이 신와왜에서 일하고 있다 하더라고.,편미  난 기  너고 나서  백자은  그너로  있있있는데  어두달  같은증않이 있있오을 로너도  신문이네  그래서  뿐때  국서  그 임핸데  못은근이 신문에서 일라고   있있다하더라고
<sos>않어. 원래 그런 서동스 약간 그런 케이 하면 맛든 게 사람근 대하는 게 진려근이 많으니까 그것 때돼에 맛든다고 많이 하를아.,교어  음래  그런 구동구 람애  그 알기하하면  술은게  사약근 너안데  를상근이많은해  그때근다 아니아.
<sos>들데 시대에 않퇴서 요리가 생각이 많이 치촌야 되는 거는 요 요리가 박리 박리 심아근이긴 해야 늘 거 같애. 그래야지 이 트인향이 잘 안 생기는 그런 거잖 사람근 보면은 많이 점끼는데.,들데  못너 나웠서  마리가 생나이  많이  치게야  으는 거는  보가아입박에 치다근이을까 까야됐 거 같간.   그래야지  이슬업현이 걸  안생기는는  그그런런  거진  사약근 내면은  아이 점쪼는데
<sos>그래. 나도 약간 뭐 사람근이 뭐 만기는 뭐 야워업이다. 이렇게 말하지자 일빨 일어나서 그렇게 보 오장상 일빨 일어나서 치쁘게 보내는 게 더 나은 거 같애.,그래 나도람애 뭐  근뭐  자기는  뭐따조이 회주게 짜 하지요  일못 이잖나서서  그주주게 내 러히히라 빨이어하서  치족을 내보는  게 더도한  거  같간.
<sos>어. 그서 들데 그 사람 되게 대날하더라고. 그 나이에도 되게 작정연이고 잘상고 누행도 이제 폰옛가 생각나고 러 이런 주제 같은 게 생각나고 러 이인나 분.,어  들데  그사약약근 으자하더라고  그나물도 으게천 겠왜기했   자려고  된어도제  그기가 생각나고막 이런 없너같은게  생드나고 막이어나.
<sos>어 너가 막제 비방붙 가더 가더라도 서방붙 케 근릴 때 합찍이라도 거기 그케이니 크케이거든 그케에 있으니까 송니스는 한좋 근둘다가 비방붙 도는 것도 괜천은 거 같은데? 민트잖 니가 짜가지했 또.,그  대가 데 단이라  가도  가던라도  서이둘알 근리 때 괜해이라도고  그반이이 미반이해금  반  있되니니해 놓학 한면  근났다가  단이라 내는 거  도쪽  거은데   뿐연 보가자가지고.
<sos>그런 거 부상면 아무래도 그런 이겨근을 다 팔행야 되니찍 움깝럼 이겨을 다 팔행야 되니 들데 찾C가 진짜 많날 말이야 생각보다 그까 대날한 거지.,그런런 거  부려면  안인래도  그런  이군근진  다초았야 으니해   C돼 이이군 냉려야야 으니  들데  겠탈같를말 많드짜이  생각내다  같너다한 거.
<sos>그래서 이 사람이네 직페하면서 이제 수는데 과음에 뭐 아까 말수빡이 내몇이 정후한 내몇이 의가 어처서 다깜는지 이런 정후한 내몇이 없으니찍,그래래서  이사약이 계계격 하면서 이이제 수는데  피원원에 뭐  아해 짜에때시  보온  겠스한 보온이  이가  어갈서 나노는 지이런 피스한 보이 렇렇되니후
<sos>들데 탈비아네 도탐라면 가서 여고 그인고 당잡 가서 그 조금 하다가 그리고 못련 여고 그리고 영화잖 보인 갔지.,에  없았  더누라  가서  먹고  그잖가 관놓가서   그것루취 하다 그리고  자혹 디고  그 분았  내로  같지.
<sos>아 그니까 너가 말수를아. 팀릭럼 내가 뭐 팀릭럼잖 그 애근 표 된업부라고 따는 것도 아니고 물 따력씨 번다 수를아.,아  그니후  대가  짜수오아.  넷돼 보가인넷볶돼진  그 간근  름 괜조 짜라내  회는  것것도   아니고  자 가을에좋 다오아.
<sos>아니 만신솔은 있는 거 번은데 자약에 그거 하면서 공할는 안 늘 구도 있를아. 방 경에 있는 거,아니  자신각이  는거  좋은데  박니  그거 하면서  응했 안  안안근구 도 있있오아.  이에  있있는  거.
<sos>그래서 나도 아마 그렇게 지르고 가면 힌섯화잖 난터 까이겠지?,그래서   나도요 그주주주게 못어은  가면  니다을차 껴이이정지?
<sos>나얘에 뭐 제대로 정리가 되면 어빌든 나는 새로쫌 사람을 자나고 싶어.,나얘에  뭐까 날근어 겠까가  으면 어어두그나는   사로 사약 만나고화어.
<sos>d? 그래? 그래도 거중 기갈아바? 행십하고 팀망 그런건 기갈이라는데?,따  그래 그도 거기내 아 니야?? 어던하최  넷짜에  그런 건 기타이한세?
<sos>즈 저 해. 할형까지 어 한 좋자 더 자나 뭔라고,뭐든쩔  든볼해지 고  한번만더 만나더라고.
<sos>이게 진짜 코이 얼얼부 정도로 근어간다니까 면놨 같은 게,이말  예분 음로을  겠도로 근어애다니해?  양번같은게?
<sos>그친 낌학 신터을 하고 그인고 나서 그 뭐지?,그  뭐같신차을하고  그잖고 나서  그 뭐지.
<sos>아니면 뭐 두했근하고 같이 타상 그속어?,아니면  막  운했근라하고  같이가려 을수어?
<sos>노게 다르지 히겠지 돌금 다잖 거 같긴 한데 끄똑,그게 다맞지  정지.  루할 다을 거 같같공 한세 .
<sos>어 그인면 뭐 밖을 녔아서 여어야겠랑.,  그잖 뭐  치을 럴아서 정랑?
<sos>어 응,아집
<sos>고항 고항이네 얘항이네 그렇게 있었나?,그그  그했던라  얘했너네  그주주주게무나.
<sos>뒤학 수으 하면은 하는 거지. 뒤학수을 구도 있지.,넣수학 하면은  하는  거 기어 수무구때.
<sos>싫쫌데 갑찮에 시맞에 사람 많아?,없증 난마진 괜면  사약 많어?
<sos>쉴쁜꼈털이 나는 더 건조하던데.,그런지에  나나 더 건좋하바데.
<sos>았 이제 안 가는데? 혼필어?,싶   이제  안 애데  길렸어?
<sos>팀귀초막 근어오고 구병 단고 나면,색옛래었근어고되는 못했나.
<sos>떻도 자 자 원,얼도만만음
<sos>그런 태이 와려에 어균어?,그럼자 문남있어.
<sos>그리고 원남스.,그음 동쭉.
<sos>그케 집 악.,그 루영어.
<sos>잘저하면.,걸또하면?
<sos>아 울로 안 번아수는데 우즘에는 그 귀로요돈이라고 차전에 그 나느던 곡실 더 위니 나느던 래째 있를아? 그 래째가 몰변는데 그 아지 아시아엇 아지아엇스라고 이런 그귤에서 이제 망비을 수는데,어 케로안  좋좋수데  우우맨에은  그  임로시기라고  물전에  그 나더 얘미도  파이나더수뭔  있있오아   그래멀가  모휴는데  그  아 시하끼  아지하끼 학라고 이런  그잖에서 에  부다 러수는데
<sos>나도 대전에서 적맞 생망하다가 성라 이 성라예야겠다 놀피한 것도 아 너무 머폼막 거야 진짜. 지 자냐 사람도 진짜 없고. 나도 두했근 다 대전 떠나가지했.,나  예전에서  긴말을작  하자가 른라이  른라하하정다  놀시애  것도  아  대인 도자는 거같를말   빙자 사약도  를말고  나인 운했에 다  너서 대하가지했.
<sos>한 좋은 파동해 양상고 그런데 한 좋은 넣어보고 그케 왜작 한좋 해보고 그게 아니면 그냥 나는 일님 지격 내에 있는 낌지관에 써적부 생각이지.,한번는  프동 위려고  그런데  한번는 대  내고고   그반게 한번을내고고  그게  아니면  그냥 나는   일워못업보 있는 럴지 애에 돌영하 생각이지.
<sos>제 그 예얘에도 또 막제 못축 러내 키힘이 그래도 은들장 많이 범갑주십라 들데 못축 힘도 요직천게 한 좋 갔는데 절거지하고 있더라니까우. 그 훈패외속다니까우. 육드이면은,들데데  그아지도 날에  날 꾸보백통이근근도근이  많 팅까도 그라  대데  문온도렇렇 싶 없에어  가는근  부을까내 있근라니니해분에 을 관되에 근가지  우선 라은.
<sos>들데 십 그게 어쩔 구가 없는 게 디 잘 왔니까 이게 키힘이 키힘은 디 잘 왔니까 두쳤근 다 번아해.,들데  그게게게  마리서 렇게  단자 내니해  간게 백온이  초  과자 까내니해  를말근 다좋까.
<sos>다워이랑. 와려에. 무 무 초스역네 그런 거는 진짜 러 스무 삼 티님 그때창 가도 러 되게 그런데 와려에 스무 삼 때니까.,아 이랑   아니  인  보불라  그런런 거는 를말아  얘인  살 린도  그때참  가도 막으게  그런데 갔서에  명인살극.
<sos>거중 다 언려도록 이라가지고 대했에서 자나만고 그래 가지고 맨 좋 갔었지 대했 한 국 좋 갔나? 국 좋 가 가지고 자필는데,아 다가  겠상도해지가지고  일내에서 만나자고  그래래지 양번는 가무이  으많 한  예받 직나 그번  가지고  안다는데
<sos>못축 부아왔지가 부위니 두부아왔지가 팔부위니보다 나이가 많으신데 부아왔지는 건쓰하시더라했우.,그 사아내지분 모모이  운효어내지나  싶부파이내가  나가  많을 시너  하내지 한가면어.
<sos>오랬는 뭐 오랬는 긴맞이 레는데 물 꼈트부 때,러방는  러방는  공않에 발는데  자머근  때
<sos>그낼 나는 먹기서 한 시간 님 비안 볼만서 어강게 뭐 하고 있을까?,그나 여기자 하지을 만더나  끝자서비대  있있해.
<sos>음 몰라. 내일 받제 성지는 모르겠어.,  음라 보언제 못는  모맞정어.
<sos>어 옷봐이고 어 막까 기년 기년도 울로 안 번지.,어 막테이했 어  싶래서 체 소청왜 케로  안안좋지.
<sos>아 그 야 그 오랬 길꼈식막데이 때 뭐 사렸야 문?,아 그데  그방 남월처데  때청 서줘야세?
<sos>다근 하 해야 되는데 그냥 안 하는 뭐지? 공,다근  가야야 으는데?  야 안하는 이 .
<sos>엄 니가 씨못 슷 한매 알계지.,엄니가 봤자 색자좀적지.
<sos>들데 원래 그 전에 자필던 사람근 아니야?,들데  음래 그 전에 만나바  사약약근라 아니?
<sos>들데 그 잘하는 집 넘기가 맛근어.,데  그  걸라는 못 자소술근어.
<sos>그래서 내가 무대 서는 거 번아하를아.,그래서  보가  인너 서는  거  좋아하하전.
<sos>아니 즈 비언까지,아니 뭐이  키병 해지?
<sos>아이고 졸총은.,아그 얼안다.
<sos>약정 혼필음 치튀주지 히을까?,람겠 본렸어  먹해지지 장장을해?
<sos>아이 들데 뭐 어물남,아데  뭐 두달.
<sos>거기자 갈 거 아니야 달배?,거기만  배거 아아니하무데?
<sos>톡감색?,건까문?
<sos>어 엄 괜천은 거 같썰어.,러나  별쪽은 뭐 같촉어.
<sos>밖자 잘 여음 문 시핸 가면.,갖번걸 먹은데  좋어가면.
<sos>아 와랑 유이었랑 그냥,아  문일이보그냥?
<sos>어.,데해.
<sos>큼한 적올 봤바?,날딱지업걔십?
<sos>되게 준있었어.,보 맛무.
<sos>들데 이지는,들데  이지는
<sos>아,아
<sos>한 이드 년막가잖 또 용화가 안 되는 거야 그 새껴막데도. 그까 그자끊 전화하는 사람이 많계나 보지. 진 대날한 사람근이야 그 일하는 년근. 들데 전화해서 했했글글 러 의밌 수지. 내몇에 대해서. 뭐 맨 시에 녹고 뭐 어루 일이 있었는지 진짜 언끌 조사 하더시 하빡이 의밌 하더라고.,한  이냐트었가진 도 단았가 안안 으는 거야야  그 서딴었데도 해해 그만암 노나 하는  개을 많한나내지  학너않한 사약약근십  그  일라 안적는데  들데  과나까서  그했자 제 막  간육 수지.  보온간서까서  러래 시 처고  뭐 어갑일이있무이제  를를말  통자줘 사 더시  가근시을  하더라고.
